ProductKey,ProductAlternateKey,ProductSubcategoryKey,ProductSubcategoryName,ProductCategoryKey,ProductCategoryName,Unit price,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,FrenchDescription,ChineseDescription,ArabicDescription,HebrewDescription,ThaiDescription,GermanDescription,JapaneseDescription,TurkishDescription,StartDate,EndDate,Status
310,BK-R93R-62,2,Road Bikes,1,Bikes,3578.27,LB ,CM ,"Road-150 Red, 62","Carretera: 150, roja, 62","Vélo de route 150 rouge, 62",2171.2942,TRUE,Red,100,75,3578.27,62,60-62 CM,15,4,R ,2146.962,H ,U ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","Ce vélo est destiné aux champions cyclistes. Mis au point par une équipe cycliste professionnelle, ce vélo possède un cadre en aluminium traité à chaud extrêmement léger et un guidon qui permet une conduite très précise.",??????????????????? Adventure Works Cycles ????????????????????????????????????????,???? ??????? ???? ?????? ???????? ??????? ????????. ?????? ???? ?? ??????? ?? ???? ???? ???? ????????? Adventure Works Cycles? ??? ?? ????? ?????? ?? ?????????? ?????? ???????? ???????? ??? ??????? ????? ????? ???? ??????? ?????? ?? ???????.,"??????? ??? ?????? ?? ????? ????????. ????????, ?????? ??? ?? ???? ??????? ?? Adventure Works Cycles (????? ?????), ?? ????? ????????? ??? ????? ??????? ???? ?????? ?????? ????? ??????.",????????????????????????????????????  ???????????????????????? Adventure Works Cycles ????????????????????????????????????????????? ?????????????????????,"""Dieses Fahrrad wird von Rennprofis gefahren. Es wurde gemeinsam mit dem Profirennteam von Adventure Works Cycles entwickelt und hat einen extrem leichten, hitzebehandelten Aluminiumrahmen und eine hochpräzise Steuerung.""",??? ??????????????Adventure Works Cycles ????????? ????? ???????????????????????????????? ?????????????????????????????,"""Bu bisiklet yar??ç?lar taraf?ndan kullan?lmaktad?r. Adventure Works Cycles profesyonel yar?? tak?m?yla birlikte geli?tirilen bu bisiklet, son derece hafif, tavlanm?? alüminyum kadroya ve hassas kontrol sa?layan bir gidona sahiptir.""",40725,39444,
311,BK-R93R-44,2,Road Bikes,1,Bikes,3578.27,LB ,CM ,"Road-150 Red, 44","Carretera: 150, roja, 44","Vélo de route 150 rouge, 44",2171.2942,TRUE,Red,100,75,3578.27,44,42-46 CM,14,4,R ,2146.962,H ,U ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","Ce vélo est destiné aux champions cyclistes. Mis au point par une équipe cycliste professionnelle, ce vélo possède un cadre en aluminium traité à chaud extrêmement léger et un guidon qui permet une conduite très précise.",??????????????????? Adventure Works Cycles ????????????????????????????????????????,???? ??????? ???? ?????? ???????? ??????? ????????. ?????? ???? ?? ??????? ?? ???? ???? ???? ????????? Adventure Works Cycles? ??? ?? ????? ?????? ?? ?????????? ?????? ???????? ???????? ??? ??????? ????? ????? ???? ??????? ?????? ?? ???????.,"??????? ??? ?????? ?? ????? ????????. ????????, ?????? ??? ?? ???? ??????? ?? Adventure Works Cycles (????? ?????), ?? ????? ????????? ??? ????? ??????? ???? ?????? ?????? ????? ??????.",????????????????????????????????????  ???????????????????????? Adventure Works Cycles ????????????????????????????????????????????? ?????????????????????,"""Dieses Fahrrad wird von Rennprofis gefahren. Es wurde gemeinsam mit dem Profirennteam von Adventure Works Cycles entwickelt und hat einen extrem leichten, hitzebehandelten Aluminiumrahmen und eine hochpräzise Steuerung.""",??? ??????????????Adventure Works Cycles ????????? ????? ???????????????????????????????? ?????????????????????????????,"""Bu bisiklet yar??ç?lar taraf?ndan kullan?lmaktad?r. Adventure Works Cycles profesyonel yar?? tak?m?yla birlikte geli?tirilen bu bisiklet, son derece hafif, tavlanm?? alüminyum kadroya ve hassas kontrol sa?layan bir gidona sahiptir.""",40725,39444,
312,BK-R93R-48,2,Road Bikes,1,Bikes,3578.27,LB ,CM ,"Road-150 Red, 48","Carretera: 150, roja, 48","Vélo de route 150 rouge, 48",2171.2942,TRUE,Red,100,75,3578.27,48,48-52 CM,14,4,R ,2146.962,H ,U ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","Ce vélo est destiné aux champions cyclistes. Mis au point par une équipe cycliste professionnelle, ce vélo possède un cadre en aluminium traité à chaud extrêmement léger et un guidon qui permet une conduite très précise.",??????????????????? Adventure Works Cycles ????????????????????????????????????????,???? ??????? ???? ?????? ???????? ??????? ????????. ?????? ???? ?? ??????? ?? ???? ???? ???? ????????? Adventure Works Cycles? ??? ?? ????? ?????? ?? ?????????? ?????? ???????? ???????? ??? ??????? ????? ????? ???? ??????? ?????? ?? ???????.,"??????? ??? ?????? ?? ????? ????????. ????????, ?????? ??? ?? ???? ??????? ?? Adventure Works Cycles (????? ?????), ?? ????? ????????? ??? ????? ??????? ???? ?????? ?????? ????? ??????.",????????????????????????????????????  ???????????????????????? Adventure Works Cycles ????????????????????????????????????????????? ?????????????????????,"""Dieses Fahrrad wird von Rennprofis gefahren. Es wurde gemeinsam mit dem Profirennteam von Adventure Works Cycles entwickelt und hat einen extrem leichten, hitzebehandelten Aluminiumrahmen und eine hochpräzise Steuerung.""",??? ??????????????Adventure Works Cycles ????????? ????? ???????????????????????????????? ?????????????????????????????,"""Bu bisiklet yar??ç?lar taraf?ndan kullan?lmaktad?r. Adventure Works Cycles profesyonel yar?? tak?m?yla birlikte geli?tirilen bu bisiklet, son derece hafif, tavlanm?? alüminyum kadroya ve hassas kontrol sa?layan bir gidona sahiptir.""",40725,39444,
481,SO-R809-M,23,Socks,3,Clothing,8.99,,,"Racing Socks, M","Calcetines para carreras, M","Chaussettes de course, taille M",3.3623,TRUE,White,4,3,8.99,M,M,,0,R ,5.394,,U ,Racing Socks,"Thin, lightweight and durable with cuffs that stay up.","Fin, léger et résistant avec des poignets qui restent en place.",?????????????????,????? ?????? ????? ?????? ?????? ??? ????? ??? ?????.,"??, ??-???? ?????, ?? ????? ??????? ??????.",??? ?????????? ???????? ??????????????????????,"""Dünn, leicht und robust mit Bündchen, die nicht verrutschen.""",?????????????????????????,"""?nce, hafif ve dayan?kl? kelepçeler.""",41456,,Current
482,SO-R809-L,23,Socks,3,Clothing,8.99,,,"Racing Socks, L","Calcetines para carreras, G","Chaussettes de course, taille L",3.3623,TRUE,White,4,3,8.99,L,L,,0,R ,5.394,,U ,Racing Socks,"Thin, lightweight and durable with cuffs that stay up.","Fin, léger et résistant avec des poignets qui restent en place.",?????????????????,????? ?????? ????? ?????? ?????? ??? ????? ??? ?????.,"??, ??-???? ?????, ?? ????? ??????? ??????.",??? ?????????? ???????? ??????????????????????,"""Dünn, leicht und robust mit Bündchen, die nicht verrutschen.""",?????????????????????????,"""?nce, hafif ve dayan?kl? kelepçeler.""",41456,,Current
586,BK-T18U-50,3,Touring Bikes,1,Bikes,742.35,LB ,CM ,"Touring-3000 Blue, 50","Paseo: 3000, azul, 50","Vélo de randonnée 3000 bleu, 50",461.4448,TRUE,Blue,100,75,742.35,50,48-52 CM,29,4,T ,445.41,L ,U ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Vélo de qualité pour tous usages, doté d'un bon niveau de confort et de sécurité. Présente des pneus plus larges et plus stables pour les sorties en ville ou les randonnées du week-end.",???????????????????????????????????????????????,???? ????? ????? ???? ????? ????????? ??? ????? ??? ????? ?????? ??????? ???????? ?? ????????. ??? ????? ??????? ???? ????? ??????? ?? ????? ??? ????? ??????? ?? ????? ?????? ?? ????? ????? ??????? ?????????.,????? ????? ??? ???? ?? ?????? ?????? ???????? ???????? ????. ?????? ?????? ????? ??????? ???? ?????? ????? ???? ?? ?????? ???????.,????????????????????????? ??????????????????????????????????  ?????????????? ????????????????????????????????????????????????????????????,"""Ein günstiges Allzweckfahrrad mit Basiskomfort und -sicherheit. Die breiten, stabilen Reifen sind ideal für die Stadt und Wochenendausflüge.""",????????????????????????????????????????????????????????????????,Temel konfor ve güvenlik özellikleriyle her yerde kullanabilece?iniz de?erli bir bisiklet. ?ehirde sürü? veya hafta sonu yolculuklar? için daha geni? ve sa?lam tekerlekler.,41456,,Current
572,BK-T18Y-62,3,Touring Bikes,1,Bikes,742.35,LB ,CM ,"Touring-3000 Yellow, 62","Paseo: 3000, amarilla, 62","Vélo de randonnée 3000 jaune, 62",461.4448,TRUE,Yellow,100,75,742.35,62,60-62 CM,30,4,T ,445.41,L ,U ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Vélo de qualité pour tous usages, doté d'un bon niveau de confort et de sécurité. Présente des pneus plus larges et plus stables pour les sorties en ville ou les randonnées du week-end.",???????????????????????????????????????????????,???? ????? ????? ???? ????? ????????? ??? ????? ??? ????? ?????? ??????? ???????? ?? ????????. ??? ????? ??????? ???? ????? ??????? ?? ????? ??? ????? ??????? ?? ????? ?????? ?? ????? ????? ??????? ?????????.,????? ????? ??? ???? ?? ?????? ?????? ???????? ???????? ????. ?????? ?????? ????? ??????? ???? ?????? ????? ???? ?? ?????? ???????.,????????????????????????? ??????????????????????????????????  ?????????????? ????????????????????????????????????????????????????????????,"""Ein günstiges Allzweckfahrrad mit Basiskomfort und -sicherheit. Die breiten, stabilen Reifen sind ideal für die Stadt und Wochenendausflüge.""",????????????????????????????????????????????????????????????????,Temel konfor ve güvenlik özellikleriyle her yerde kullanabilece?iniz de?erli bir bisiklet. ?ehirde sürü? veya hafta sonu yolculuklar? için daha geni? ve sa?lam tekerlekler.,41456,,Current
571,BK-T18Y-58,3,Touring Bikes,1,Bikes,742.35,LB ,CM ,"Touring-3000 Yellow, 58","Paseo: 3000, amarilla, 58","Vélo de randonnée 3000 jaune, 58",461.4448,TRUE,Yellow,100,75,742.35,58,54-58 CM,30,4,T ,445.41,L ,U ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Vélo de qualité pour tous usages, doté d'un bon niveau de confort et de sécurité. Présente des pneus plus larges et plus stables pour les sorties en ville ou les randonnées du week-end.",???????????????????????????????????????????????,???? ????? ????? ???? ????? ????????? ??? ????? ??? ????? ?????? ??????? ???????? ?? ????????. ??? ????? ??????? ???? ????? ??????? ?? ????? ??? ????? ??????? ?? ????? ?????? ?? ????? ????? ??????? ?????????.,????? ????? ??? ???? ?? ?????? ?????? ???????? ???????? ????. ?????? ?????? ????? ??????? ???? ?????? ????? ???? ?? ?????? ???????.,????????????????????????? ??????????????????????????????????  ?????????????? ????????????????????????????????????????????????????????????,"""Ein günstiges Allzweckfahrrad mit Basiskomfort und -sicherheit. Die breiten, stabilen Reifen sind ideal für die Stadt und Wochenendausflüge.""",????????????????????????????????????????????????????????????????,Temel konfor ve güvenlik özellikleriyle her yerde kullanabilece?iniz de?erli bir bisiklet. ?ehirde sürü? veya hafta sonu yolculuklar? için daha geni? ve sa?lam tekerlekler.,41456,,Current
585,BK-T18U-44,3,Touring Bikes,1,Bikes,742.35,LB ,CM ,"Touring-3000 Blue, 44","Paseo: 3000, azul, 44","Vélo de randonnée 3000 bleu, 44",461.4448,TRUE,Blue,100,75,742.35,44,42-46 CM,29,4,T ,445.41,L ,U ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Vélo de qualité pour tous usages, doté d'un bon niveau de confort et de sécurité. Présente des pneus plus larges et plus stables pour les sorties en ville ou les randonnées du week-end.",???????????????????????????????????????????????,???? ????? ????? ???? ????? ????????? ??? ????? ??? ????? ?????? ??????? ???????? ?? ????????. ??? ????? ??????? ???? ????? ??????? ?? ????? ??? ????? ??????? ?? ????? ?????? ?? ????? ????? ??????? ?????????.,????? ????? ??? ???? ?? ?????? ?????? ???????? ???????? ????. ?????? ?????? ????? ??????? ???? ?????? ????? ???? ?? ?????? ???????.,????????????????????????? ??????????????????????????????????  ?????????????? ????????????????????????????????????????????????????????????,"""Ein günstiges Allzweckfahrrad mit Basiskomfort und -sicherheit. Die breiten, stabilen Reifen sind ideal für die Stadt und Wochenendausflüge.""",????????????????????????????????????????????????????????????????,Temel konfor ve güvenlik özellikleriyle her yerde kullanabilece?iniz de?erli bir bisiklet. ?ehirde sürü? veya hafta sonu yolculuklar? için daha geni? ve sa?lam tekerlekler.,41456,,Current
569,BK-T18Y-50,3,Touring Bikes,1,Bikes,742.35,LB ,CM ,"Touring-3000 Yellow, 50","Paseo: 3000, amarilla, 50","Vélo de randonnée 3000 jaune, 50",461.4448,TRUE,Yellow,100,75,742.35,50,48-52 CM,29,4,T ,445.41,L ,U ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Vélo de qualité pour tous usages, doté d'un bon niveau de confort et de sécurité. Présente des pneus plus larges et plus stables pour les sorties en ville ou les randonnées du week-end.",???????????????????????????????????????????????,???? ????? ????? ???? ????? ????????? ??? ????? ??? ????? ?????? ??????? ???????? ?? ????????. ??? ????? ??????? ???? ????? ??????? ?? ????? ??? ????? ??????? ?? ????? ?????? ?? ????? ????? ??????? ?????????.,????? ????? ??? ???? ?? ?????? ?????? ???????? ???????? ????. ?????? ?????? ????? ??????? ???? ?????? ????? ???? ?? ?????? ???????.,????????????????????????? ??????????????????????????????????  ?????????????? ????????????????????????????????????????????????????????????,"""Ein günstiges Allzweckfahrrad mit Basiskomfort und -sicherheit. Die breiten, stabilen Reifen sind ideal für die Stadt und Wochenendausflüge.""",????????????????????????????????????????????????????????????????,Temel konfor ve güvenlik özellikleriyle her yerde kullanabilece?iniz de?erli bir bisiklet. ?ehirde sürü? veya hafta sonu yolculuklar? için daha geni? ve sa?lam tekerlekler.,41456,,Current
568,BK-T18Y-44,3,Touring Bikes,1,Bikes,742.35,LB ,CM ,"Touring-3000 Yellow, 44","Paseo: 3000, amarilla, 44","Vélo de randonnée 3000 jaune, 44",461.4448,TRUE,Yellow,100,75,742.35,44,42-46 CM,29,4,T ,445.41,L ,U ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Vélo de qualité pour tous usages, doté d'un bon niveau de confort et de sécurité. Présente des pneus plus larges et plus stables pour les sorties en ville ou les randonnées du week-end.",???????????????????????????????????????????????,???? ????? ????? ???? ????? ????????? ??? ????? ??? ????? ?????? ??????? ???????? ?? ????????. ??? ????? ??????? ???? ????? ??????? ?? ????? ??? ????? ??????? ?? ????? ?????? ?? ????? ????? ??????? ?????????.,????? ????? ??? ???? ?? ?????? ?????? ???????? ???????? ????. ?????? ?????? ????? ??????? ???? ?????? ????? ???? ?? ?????? ???????.,????????????????????????? ??????????????????????????????????  ?????????????? ????????????????????????????????????????????????????????????,"""Ein günstiges Allzweckfahrrad mit Basiskomfort und -sicherheit. Die breiten, stabilen Reifen sind ideal für die Stadt und Wochenendausflüge.""",????????????????????????????????????????????????????????????????,Temel konfor ve güvenlik özellikleriyle her yerde kullanabilece?iniz de?erli bir bisiklet. ?ehirde sürü? veya hafta sonu yolculuklar? için daha geni? ve sa?lam tekerlekler.,41456,,Current
567,BK-T18U-62,3,Touring Bikes,1,Bikes,742.35,LB ,CM ,"Touring-3000 Blue, 62","Paseo: 3000, azul, 62","Vélo de randonnée 3000 bleu, 62",461.4448,TRUE,Blue,100,75,742.35,62,60-62 CM,30,4,T ,445.41,L ,U ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Vélo de qualité pour tous usages, doté d'un bon niveau de confort et de sécurité. Présente des pneus plus larges et plus stables pour les sorties en ville ou les randonnées du week-end.",???????????????????????????????????????????????,???? ????? ????? ???? ????? ????????? ??? ????? ??? ????? ?????? ??????? ???????? ?? ????????. ??? ????? ??????? ???? ????? ??????? ?? ????? ??? ????? ??????? ?? ????? ?????? ?? ????? ????? ??????? ?????????.,????? ????? ??? ???? ?? ?????? ?????? ???????? ???????? ????. ?????? ?????? ????? ??????? ???? ?????? ????? ???? ?? ?????? ???????.,????????????????????????? ??????????????????????????????????  ?????????????? ????????????????????????????????????????????????????????????,"""Ein günstiges Allzweckfahrrad mit Basiskomfort und -sicherheit. Die breiten, stabilen Reifen sind ideal für die Stadt und Wochenendausflüge.""",????????????????????????????????????????????????????????????????,Temel konfor ve güvenlik özellikleriyle her yerde kullanabilece?iniz de?erli bir bisiklet. ?ehirde sürü? veya hafta sonu yolculuklar? için daha geni? ve sa?lam tekerlekler.,41456,,Current
566,BK-T18U-58,3,Touring Bikes,1,Bikes,742.35,LB ,CM ,"Touring-3000 Blue, 58","Paseo: 3000, azul, 58","Vélo de randonnée 3000 bleu, 58",461.4448,TRUE,Blue,100,75,742.35,58,54-58 CM,30,4,T ,445.41,L ,U ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Vélo de qualité pour tous usages, doté d'un bon niveau de confort et de sécurité. Présente des pneus plus larges et plus stables pour les sorties en ville ou les randonnées du week-end.",???????????????????????????????????????????????,???? ????? ????? ???? ????? ????????? ??? ????? ??? ????? ?????? ??????? ???????? ?? ????????. ??? ????? ??????? ???? ????? ??????? ?? ????? ??? ????? ??????? ?? ????? ?????? ?? ????? ????? ??????? ?????????.,????? ????? ??? ???? ?? ?????? ?????? ???????? ???????? ????. ?????? ?????? ????? ??????? ???? ?????? ????? ???? ?? ?????? ???????.,????????????????????????? ??????????????????????????????????  ?????????????? ????????????????????????????????????????????????????????????,"""Ein günstiges Allzweckfahrrad mit Basiskomfort und -sicherheit. Die breiten, stabilen Reifen sind ideal für die Stadt und Wochenendausflüge.""",????????????????????????????????????????????????????????????????,Temel konfor ve güvenlik özellikleriyle her yerde kullanabilece?iniz de?erli bir bisiklet. ?ehirde sürü? veya hafta sonu yolculuklar? için daha geni? ve sa?lam tekerlekler.,41456,,Current
565,BK-T18U-54,3,Touring Bikes,1,Bikes,742.35,LB ,CM ,"Touring-3000 Blue, 54","Paseo: 3000, azul, 54","Vélo de randonnée 3000 bleu, 54",461.4448,TRUE,Blue,100,75,742.35,54,54-58 CM,30,4,T ,445.41,L ,U ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Vélo de qualité pour tous usages, doté d'un bon niveau de confort et de sécurité. Présente des pneus plus larges et plus stables pour les sorties en ville ou les randonnées du week-end.",???????????????????????????????????????????????,???? ????? ????? ???? ????? ????????? ??? ????? ??? ????? ?????? ??????? ???????? ?? ????????. ??? ????? ??????? ???? ????? ??????? ?? ????? ??? ????? ??????? ?? ????? ?????? ?? ????? ????? ??????? ?????????.,????? ????? ??? ???? ?? ?????? ?????? ???????? ???????? ????. ?????? ?????? ????? ??????? ???? ?????? ????? ???? ?? ?????? ???????.,????????????????????????? ??????????????????????????????????  ?????????????? ????????????????????????????????????????????????????????????,"""Ein günstiges Allzweckfahrrad mit Basiskomfort und -sicherheit. Die breiten, stabilen Reifen sind ideal für die Stadt und Wochenendausflüge.""",????????????????????????????????????????????????????????????????,Temel konfor ve güvenlik özellikleriyle her yerde kullanabilece?iniz de?erli bir bisiklet. ?ehirde sürü? veya hafta sonu yolculuklar? için daha geni? ve sa?lam tekerlekler.,41456,,Current
570,BK-T18Y-54,3,Touring Bikes,1,Bikes,742.35,LB ,CM ,"Touring-3000 Yellow, 54","Paseo: 3000, amarilla, 54","Vélo de randonnée 3000 jaune, 54",461.4448,TRUE,Yellow,100,75,742.35,54,54-58 CM,29,4,T ,445.41,L ,U ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Vélo de qualité pour tous usages, doté d'un bon niveau de confort et de sécurité. Présente des pneus plus larges et plus stables pour les sorties en ville ou les randonnées du week-end.",???????????????????????????????????????????????,???? ????? ????? ???? ????? ????????? ??? ????? ??? ????? ?????? ??????? ???????? ?? ????????. ??? ????? ??????? ???? ????? ??????? ?? ????? ??? ????? ??????? ?? ????? ?????? ?? ????? ????? ??????? ?????????.,????? ????? ??? ???? ?? ?????? ?????? ???????? ???????? ????. ?????? ?????? ????? ??????? ???? ?????? ????? ???? ?? ?????? ???????.,????????????????????????? ??????????????????????????????????  ?????????????? ????????????????????????????????????????????????????????????,"""Ein günstiges Allzweckfahrrad mit Basiskomfort und -sicherheit. Die breiten, stabilen Reifen sind ideal für die Stadt und Wochenendausflüge.""",????????????????????????????????????????????????????????????????,Temel konfor ve güvenlik özellikleriyle her yerde kullanabilece?iniz de?erli bir bisiklet. ?ehirde sürü? veya hafta sonu yolculuklar? için daha geni? ve sa?lam tekerlekler.,41456,,Current
583,BK-R79Y-48,2,Road Bikes,1,Bikes,1700.99,LB ,CM ,"Road-350-W Yellow, 48","Carretera: 350 para mujer, amarilla, 48","Vélo de route 350 -W - jaune, 48",1082.51,TRUE,Yellow,100,75,1700.99,48,48-52 CM,16,4,R ,1020.594,M ,W ,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","Tout terrain, course ou promenade entre amis sur un vélo aérodynamique et léger (cadre femmes). Bénéficie d'un système de selle perfectionné qui offre un confort optimal.",?????????????????????????????????????????????????????????????????,?????? ???????? ??? ??????? ??????? ???? ????? ?????? ??????????? ???????? ???????? ?????? ?????? ??? ?????? ?????? ?? ??????? ?? ???? ???????? ?? ???? ???????. ????? ??? ????? ??????? ???????? ?????? ???? ?????.,"????? ?????, ????? ?? ??? ????? ????? ?? ??????? ???? ????? ????? ???????????? ?????. ????????? ?????? ?? ????? ????? ????? ????? ?? ????.",???????? ??????? ???????????????????????????????????????????????? ????????????????????????????????????????  ????????????????????????????????????????????????????????????????????,"""Ein schlankes, aerodynamisches Fahrrad für die Frau für Crosstraining, Touren und Stadt. Komfort den ganzen Tag durch ergonomischen Sattel.""",???????????????????????????? ???????????????????????????????????? 1 ????????????,"""Kad?nlar için tasarlanan bu ??k ve aerodinamik bisikletle kros yap?n, yar???n veya yaln?zca sosyalle?in.  Geli?mi? sele teknolojisi tüm gün konfor sa?lar.""",41456,,Current
581,BK-R79Y-42,2,Road Bikes,1,Bikes,1700.99,LB ,CM ,"Road-350-W Yellow, 42","Carretera: 350 para mujer, amarilla, 42","Vélo de route 350 -W - jaune, 42",1082.51,TRUE,Yellow,100,75,1700.99,42,42-46 CM,16,4,R ,1020.594,M ,W ,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","Tout terrain, course ou promenade entre amis sur un vélo aérodynamique et léger (cadre femmes). Bénéficie d'un système de selle perfectionné qui offre un confort optimal.",?????????????????????????????????????????????????????????????????,?????? ???????? ??? ??????? ??????? ???? ????? ?????? ??????????? ???????? ???????? ?????? ?????? ??? ?????? ?????? ?? ??????? ?? ???? ???????? ?? ???? ???????. ????? ??? ????? ??????? ???????? ?????? ???? ?????.,"????? ?????, ????? ?? ??? ????? ????? ?? ??????? ???? ????? ????? ???????????? ?????. ????????? ?????? ?? ????? ????? ????? ????? ?? ????.",???????? ??????? ???????????????????????????????????????????????? ????????????????????????????????????????  ????????????????????????????????????????????????????????????????????,"""Ein schlankes, aerodynamisches Fahrrad für die Frau für Crosstraining, Touren und Stadt. Komfort den ganzen Tag durch ergonomischen Sattel.""",???????????????????????????? ???????????????????????????????????? 1 ????????????,"""Kad?nlar için tasarlanan bu ??k ve aerodinamik bisikletle kros yap?n, yar???n veya yaln?zca sosyalle?in.  Geli?mi? sele teknolojisi tüm gün konfor sa?lar.""",41456,,Current
580,BK-R79Y-40,2,Road Bikes,1,Bikes,1700.99,LB ,CM ,"Road-350-W Yellow, 40","Carretera: 350 para mujer, amarilla, 40","Vélo de route 350 -W - jaune, 40",1082.51,TRUE,Yellow,100,75,1700.99,40,38-40 CM,15,4,R ,1020.594,M ,W ,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","Tout terrain, course ou promenade entre amis sur un vélo aérodynamique et léger (cadre femmes). Bénéficie d'un système de selle perfectionné qui offre un confort optimal.",?????????????????????????????????????????????????????????????????,?????? ???????? ??? ??????? ??????? ???? ????? ?????? ??????????? ???????? ???????? ?????? ?????? ??? ?????? ?????? ?? ??????? ?? ???? ???????? ?? ???? ???????. ????? ??? ????? ??????? ???????? ?????? ???? ?????.,"????? ?????, ????? ?? ??? ????? ????? ?? ??????? ???? ????? ????? ???????????? ?????. ????????? ?????? ?? ????? ????? ????? ????? ?? ????.",???????? ??????? ???????????????????????????????????????????????? ????????????????????????????????????????  ????????????????????????????????????????????????????????????????????,"""Ein schlankes, aerodynamisches Fahrrad für die Frau für Crosstraining, Touren und Stadt. Komfort den ganzen Tag durch ergonomischen Sattel.""",???????????????????????????? ???????????????????????????????????? 1 ????????????,"""Kad?nlar için tasarlanan bu ??k ve aerodinamik bisikletle kros yap?n, yar???n veya yaln?zca sosyalle?in.  Geli?mi? sele teknolojisi tüm gün konfor sa?lar.""",41456,,Current
582,BK-R79Y-44,2,Road Bikes,1,Bikes,1700.99,LB ,CM ,"Road-350-W Yellow, 44","Carretera: 350 para mujer, amarilla, 44","Vélo de route 350 -W - jaune, 44",1082.51,TRUE,Yellow,100,75,1700.99,44,42-46 CM,16,4,R ,1020.594,M ,W ,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","Tout terrain, course ou promenade entre amis sur un vélo aérodynamique et léger (cadre femmes). Bénéficie d'un système de selle perfectionné qui offre un confort optimal.",?????????????????????????????????????????????????????????????????,?????? ???????? ??? ??????? ??????? ???? ????? ?????? ??????????? ???????? ???????? ?????? ?????? ??? ?????? ?????? ?? ??????? ?? ???? ???????? ?? ???? ???????. ????? ??? ????? ??????? ???????? ?????? ???? ?????.,"????? ?????, ????? ?? ??? ????? ????? ?? ??????? ???? ????? ????? ???????????? ?????. ????????? ?????? ?? ????? ????? ????? ????? ?? ????.",???????? ??????? ???????????????????????????????????????????????? ????????????????????????????????????????  ????????????????????????????????????????????????????????????????????,"""Ein schlankes, aerodynamisches Fahrrad für die Frau für Crosstraining, Touren und Stadt. Komfort den ganzen Tag durch ergonomischen Sattel.""",???????????????????????????? ???????????????????????????????????? 1 ????????????,"""Kad?nlar için tasarlanan bu ??k ve aerodinamik bisikletle kros yap?n, yar???n veya yaln?zca sosyalle?in.  Geli?mi? sele teknolojisi tüm gün konfor sa?lar.""",41456,,Current
221,HL-U509-B,31,Helmets,4,Accessories, ,,,"Sport-100 Helmet, Blue","Casco deportivo: 100, azul","Casque sport 100, bleu",13.8782,TRUE,Blue,4,3,33.6442,,NA,,0,S ,20.1865,,,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.","Légère, aérée, taille unique, avec une visière amovible.",???????????????????,?????? ???? ???? ????? ???????? ?????? ????? ????? ??? ?? ????? ???? ?????? ???????? ????????.,"???? ?????????, ??????? ????, ???-????, ?? ?????? ??????.",????????????????? ??????????????? ??????????,"""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""",???????????????? ????????? ?? ?????,"""Her bisiklete kolayca tak?labilen, aerodinamik, hafif dikiz aynas?.""",41091,39809,
